elo,moves,opening,termination
1566,e4 c5 f4 d6 Nf3 f5 e5 dxe5 fxe5 Nc6 Be2 Qc7 O-O Nxe5 Nxe5 Qxe5 Bf3 Nf6 Nc3 e6 Nb5 Be7 Re1 Qb8 d4 a6 Na3 O-O Nc4 b5 Na5 Nd5 Nc6 Qc7 Bxd5 exd5 Nxe7+ Kh8 Nxd5 Qc6 Nf4 Bb7 d5 Qd6 Re6 Qd7 Qh5 Bxd5 Ng6+ Kg8 Nxf8 Rxf8 Re1 Be4 Bf4 Qd4+ Kh1 Bxc2 Qg5 h6 Qg3 g5 Be5 Qd5 Rac1 f4 Qc3 Be4 Rg1 c4 Bh8 Rf7 Rcd1 Qa8 Bf6 g4 Rd8+ 1-0,Sicilian Defense: McDonnell Attack,Normal
1614,e4  b6  f4  Bb7  d3  d5  Nf3?!  dxe4  Ne5  exd3  Nxd3?!  e6  Nc3  Bc5?!  Bd2?  Nf6?  Nxc5  bxc5  g4??  O-O??  Rg1  Nc6  g5  Nd5  Bb5?  Nxc3?  Bxc3  Qe7?  g6?  fxg6  f5?  Qh4+?  Kf1??  Rxf5+  Kg2  Qf2+?!  Kh1?!  Nd4+  Rg2  Qxg2# 0-1,Owen Defense,Normal
1627,b3 d5 h3 e5 Bb2 Nf6 Bxe5 Bd6 Bxd6 Qxd6 e3 Nc6 Bb5 O-O Nf3 a6 Bxc6 Qxc6 d4 Bf5 Na3 Qc3+ Nd2 Ne4 f3 Qxe3+ Qe2 Qxe2+ Kxe2 Ng3+ Kf2 Nxh1+ Rxh1 Rfe8 Kg3 Re2 Rd1 Rae8 c4 Re1 Rxe1 Rxe1 cxd5 Re2 Nf1 Rxa2 Nc4 Bd3 Nfe3 Bxc4 bxc4 a5 c5 Re2 Nc4 a4 Kf4 Rc2 Na3 Rc3 Nb5 Rb3 Nxc7 a3 d6 Kf8 d7 Ke7 Nd5+ Kxd7 Nb6+ Rxb6 cxb6 a2 Kg3 a1=Q Kf2 Qxd4+ Kg3 Qxb6 Kh2 Qd6+ Kg1 b5 f4 b4 f5 b3 f6 g6 g4 b2 g5 Qh2+ Kxh2 b1=Q Kg3 Qg1+ Kh4 Qg4+ Kxg4 h6 gxh6 Ke6 0-1,Nimzo-Larsen Attack: Classical Variation,Normal
1624,e4 c5 Nf3 Nc6 Bc4 a6 Ng5 e6 d3 Be7 Nf3 Nf6 O-O O-O a3 d5 exd5 exd5 Ba2 b5 Nc3 d4 Ne4 Nxe4 dxe4 Bd6 Re1 Qc7 e5 Nxe5 Nxe5 Bxe5 Qh5 Bf6 g3 g6 Qf3 Bf5 g4 Bxg4 Qxf6 Qd8 Qf4 h5 Qh6 Qh4 Bg5 1-0,Sicilian Defense: Old Sicilian,Time forfeit
1477,e4 d5 exd5 Qxd5 Nc3 Qc5 d4 Qd6 Nh3 Bxh3 gxh3 Nc6 a3 Qxd4 Qxd4 Nxd4 Bd3 O-O-O O-O Nf3+ Kg2 Nh4+ Kg3 Ng6 Bf5+ e6 Bxg6 hxg6 Bf4 f5 Rad1 Rxd1 Rxd1 Be7 f3 Nf6 h4 a6 b4 Bd6 Bxd6 Nh5+ Kf2 cxd6 Rxd6 Rd8 Rxe6 Rd2+ Ke3 Rxc2 Nd5 Rxh2 Rxg6 f4+ Ke4 Rxh4 Ne7+ Kd7 Nf5 Ng3+ Nxg3 fxg3+ Ke3 g2 Rxg2 g5 Rxg5 Kc6 f4 b6 f5 a5 f6 axb4 axb4 Rxb4 f7 Rb3+ Kf4 Rb4+ Kf5 Rb5+ Kf6 Rxg5 Kxg5 b5 f8=Q b4 Qxb4 Kd5 Qd2+ Ke4 Kf6 Kf3 Kf5 Kg3 Qe3+ Kg2 Kg4 Kh1 Qf3+ Kg1 Qe3+ Kh1 Kh4 Kg2 Qg3+ Kf1 Qf3+ Ke1 Kg3 Kd2 Kf2 Kc2 Ke2 Kb2 Kd2 Ka2 Kc2 Ka1 Qa3# 1-0,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1367,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 d4 Bb7 O-O d6 dxe5 Be7 exd6 cxd6 e5 d5 Re1 h6 e6 fxe6 Rxe6 Bc8 Rxc6 Nf6 c4 Bb7 Rb6 Qxb6 cxd5 O-O Be3 Qd8 Nc3 Ng4 Bc1 Qd6 b3 Qc7 Bb2 Bd6 h3 Nxf2 Kxf2 Bg3+ Kf1 Bd6 Qd4 Rae8 a4 Bc5 Qg4 Bd6 Ne4 a5 Nxd6 Ba6+ Kf2 Qc5+ Kg3 Qxd6+ Kf2 Qc5+ Bd4 Re2+ Kg1 Qxd5 Qxg7# 1-0,Ruy Lopez: Exchange Variation Lutikov Variation,Normal
1494,e4  d5  e5?!  e6  f4  Nc6  Nf3  Bd7  Bb5?!  h6?!  O-O?!  Na5?  Bxd7+  Qxd7  d4  Nc4  b3  Na5  Bd2  b6?!  Bxa5  bxa5  c4  dxc4  bxc4  Bb4?!  a3  Be7  Nc3  Rb8?!  d5  exd5?  cxd5  f6?  e6  Qd6?!  Ne5?!  h5??  Ng6?  Rh6  Nxe7??  Qxd5??  f5??  1-0,Scandinavian Defense,Time forfeit
1342,e4 c6 Bc4 d5 exd5 cxd5 Bb3 e5 a3 Nc6 Nf3 e4 Ng1 Nf6 d3 exd3 Qxd3 Ne5 Qb5+ Nc6 Bg5 Qe7+ Ne2 a6 Qa4 Qe5 Bxf6 Qxf6 Nbc3 Be6 Bxd5 Bxd5 Nxd5 Qxb2 O-O Bd6 Ng3 O-O Nf5 Qe5 Nde3 Rfe8 Nxd6 Qxd6 Qg4 Ne5 Qg5 Ng6 Nf5 Qe6 h4 h6 Qg4 Ne5 Qh3 Ng6 h5 Ne7 Nd4 Qf6 Qg4 Rac8 Rab1 Rc4 Rb4 Rxc2 Nxc2 Qb2 Qd4 Qxc2 Qd7 Qe4 Qxe8+ Kh7 Qxf7 Qc6 Qxe7 Qc3 Qf7 Qxa3 Qg6+ Kg8 Rxb7 1-0,Caro-Kann Defense: Hillbilly Attack,Time forfeit
1414,e4  c6  d4  d5  e5  Bf5  Nf3  e6  Bd3  Bxd3  Qxd3  Ne7  O-O  Nf5  c3  c5  dxc5  Nc6?!  b4  a5  b5  Na7  a4  Bxc5  Ba3  Qb6  Bxc5  Qxc5  Nd4  Nxd4  cxd4  Qc7  Nd2  Nc8  Rfc1  Qd8  Rc2  b6?!  Rac1  O-O  Rc7  Ne7  Nb3  Nf5  R1c3  Qg5  g3  Nh4?  Kf1?  Nf5  R3c6  Qh5  Rxb6  Qxh2  Nc5?!  Qh1+  Ke2  Qg2  Qf3??  Nxd4+  0-1,Caro-Kann Defense: Advance Variation Short Variation,Normal
1275,e4 b6 Nf3 Bb7 d4 g6 Nc3 Bg7 Bd3 d6 Be3 Nd7 O-O Ngf6 Qe2 O-O Nd2 e5 d5 c6 f4 cxd5 Nxd5 Nxd5 exd5 Bxd5 fxe5 Bxe5 Nf3 Bxb2 Rab1 Bg7 Rf2 Re8 Rbf1 Ne5 Nxe5 Rxe5 Rxf7 Bxf7 Bd4 Rxe2 Bxg7 Rxg2+ Kxg2 Qg5+ Kh1 Bd5+ Rf3 Bxf3# 0-1,Owen Defense: Smith Gambit,Normal
1800,e4 e5 f4 exf4 Nf3 h5 Bc4 d6 Nc3 g5 h4 f6 d3 Nd7 hxg5 fxg5 Nd5 Ne5 Bb3 Bg4 Bd2 Nf6 Qe2 c6 Nxf6+ Qxf6 O-O-O O-O-O Bc3 Bg7 d4 Nxf3 gxf3 Bd7 e5 dxe5 dxe5 Qe7 Rd6 g4 Rhd1 g3 e6 Bxe6 Bxe6+ Kc7 Bxg7 Rxd6 Rxd6 Qxg7 Rd7+ Qxd7 Bxd7 Kxd7 Qd3+ Kc7 Qg6 Rd8 Qxh5 g2 Qf7+ Rd7 Qg6 Re7 Qxg2 Re1+ Kd2 Re3 Qg7+ Kb6 Qd4+ c5 Qxf4 1-0,King's Gambit Accepted King's Knight Gambit,Normal
1582,d4 c6 e4 d5 e5 Bf5 Nf3 e6 Bg5 Ne7 Bxe7 Bxe7 Bd3 Qb6 Bxf5 Qxb2 Nbd2 exf5 Rb1 Qxa2 Rxb7 Qa6 Rb1 O-O Nb3 Nd7 Nc5 Nxc5 dxc5 Bxc5 Ra1 Qb5 Rb1 Qc4 Nd2 Bb4 c3 Bxc3 Rc1 Bxd2+ Qxd2 Qb5 Qc3 Rac8 Rc2 f4 Rb2 Qa6 e6 Rfe8 Kd2 Rxe6 Re1 Rce8 Rxe6 fxe6 Qc2 e5 Ra2 Qb5 Qf5 Qb4+ Kc2 Qc4+ Kb1 Rb8+ Ka1 Qc3+ Rb2 Qxb2# 0-1,Caro-Kann Defense: Advance Variation Short Variation,Normal
1922,e4  e6  Qe2  d5  exd5  Nf6  Nc3  Be7  dxe6  Bxe6  Nf3  O-O  d3  Nc6  Be3  Ng4  h3  Nxe3  fxe3  Re8  g4  Bd5  e4  Bf6?  Bg2??  Nd4??  Qf2??  Nxf3+  Bxf3?  Bh4  Ke2??  Bxf2  Kxf2  Bc6  h4  g6  Raf1  b5  Ne2?  a5?  Kg2  b4  h5  Qg5  hxg6  fxg6  Rh3?!  Re7  Rfh1?  Rf8  Nd4  Bd7  R1h2  Bxg4  Rg3  Bxf3+  Kh3?!  Qh5# 0-1,French Defense: Chigorin Variation,Normal
1657,e3 e5 d3 Bc5 a3 a6 h3 d5 Nc3 c6 Nf3 Qf6 d4 exd4 exd4 Ba7 Qe2+ Ne7 Bg5 Qd6 O-O-O Be6 g4 Nd7 Na4 O-O Ne5 Ng6 Nxd7 Qxd7 c4 Rfe8 Qc2 Bxd4 Rxd4 Ne5 Nc5 Qc7 Bf4 Qa5 Nb3 Qe1+ Rd1 Qe4 Qxe4 dxe4 Bxe5 Bxg4 hxg4 Rxe5 Re1 Rae8 Rh5 g5 Nd4 Kg7 Nf5+ Kg6 Nd6 R8e7 f3 exf3 Bd3+ Kf6 Ne4+ Rxe4 Bxe4 f2 Rf1 Rxe4 Rxf2+ Kg6 Rfh2 Rxg4 Rxh7 f5 R7h6+ Kf7 b3 f4 Kd2 f3 Ke3 Rf4 Rf2 Kg7 Rd6 Rf7 Rxf3 Rxf3+ Kxf3 b5 Kg4 bxc4 bxc4 a5 Kxg5 c5 Rd7+ Kf8 Kf6 a4 Rd8# 1-0,Van't Kruijs Opening,Normal
1614,e4 f5 Bc4 d6 exf5 Bxf5 Qf3 e6 Nh3 Nf6 Ng5 Bxc2 Nxe6 Qe7 O-O Bd3 Re1 Bxc4 Nxc7+ Kd7 Qh3+ Be6 Rxe6 Qd8 Re8+ Kxc7 Rxd8 Kxd8 d4 Nc6 Nc3 Nxd4 Qd3 Nc6 Bg5 h6 Bh4 g5 Bg3 Bg7 Qxd6+ Kc8 Qc7# 1-0,Duras Gambit,Normal
1704,d4 e6 e3 b6 c3 Bb7 Nd2 Nf6 Ngf3 h6 Bd3 g5 Qe2 Nh5 h3 Ng7 Ne5 d6 Nef3 f5 e4 g4 hxg4 fxg4 Nh4 h5 e5 d5 Bg6+ Kd7 Qb5+ c6 Qb3 a5 Bd3 a4 Qc2 b5 Ng6 Rg8 Nf4 Be7 Ng6 Bg5 Nf1 Kc7 f4 gxf3 gxf3 Bxc1 Qxc1 Nd7 Qh6 Nf8 Nf4 Qe7 O-O-O Re8 Ng3 Nf5 Nxf5 exf5 Bxf5 Qg7 Qd6+ Kb6 Rdg1 Qh6 Qc5+ Ka6 Rxg8 Qxf4+ Kd1 Qxf3+ Kc1 Qxh1+ Kc2 Nd7 Bxd7 Rxg8 Bxc6 Rg2+ Kd3 Qd1+ Ke3 Qe2+ Kf4 Qf2# 0-1,Horwitz Defense,Normal
1717,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 Nc3 a6 Ba4 Nf6 Re1 h6 d4 Be7 d5 Na7 Bxd7+ Qxd7 h3 O-O Nh2 Nh7 Ng4 f5 Ne3 f4 Nf5 Rf6 Qh5 Bf8 g4 fxg3 fxg3 c6 g4 Nb5 h4 Nd4 Nxd4 exd4 Ne2 Qf7 Qxf7+ Rxf7 Nf4 Be7 Ng6 Bf6 Bf4 Be7 Nxe7+ Rxe7 Bxd6 Rf7 dxc6 bxc6 e5 Rd8 e6 Rf6 Be7 Re8 Bxf6 Nxf6 g5 hxg5 hxg5 Nd5 Rad1 c5 c4 Ne3 Rxe3 dxe3 Rd6 Kf8 Kf1 Ke7 Rxa6 Rf8+ Ke2 Rf2+ Kxe3 Rxb2 Ke4 Re2+ Kd5 Rd2+ Kxc5 Rg2 Ra7+ Kxe6 Rxg7 Rxa2 Kd4 Kf5 c5 Rc2 Kd5 Rd2+ Kc6 Rc2 Kb5 Rb2+ Kc4 Rc2+ Kd4 Rd2+ Kc3 Rd5 Kc4 Rd1 c6 Rc1+ Kb5 Rb1+ Ka6 Ra1+ Kb7 Rc1 c7 Rb1+ Kc6 Rc1+ Kd6 Rd1+ Ke7 Re1+ Kf7 Rc1 Kf8 Ke6 Re7+ Kd6 g6 Rf1+ Rf7 Rc1 g7 Rxc7 Rxc7 Kxc7 g8=Q Kd6 Qg5 Ke6 Qf4 Kd5 Ke7 Kc6 Qd4 Kb5 Qc3 Kb6 Kd6 Kb5 Qc5+ Ka6 Qb4 Ka7 Kc7 Ka6 Qb6# 1-0,Ruy Lopez: Steinitz Defense,Normal
1460,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6 dxc5 Bxc5 Be3 Bxe3 fxe3 Qxe3+ Be2 Nxe5 Nxe5 Qxe5 Nd2 Nf6 Nf3 Qe3 Nd4 Ne4 Nc2 Qf2# 0-1,French Defense: Advance Variation #2,Normal
1561,d4 Nf6 Nf3 e6 c4 g6 Nc3 Bg7 e4 d6 Bd3 Bd7 O-O a6 Bg5 O-O e5 dxe5 dxe5 h6 Bxf6 Bxf6 exf6 Qxf6 Qd2 Rd8 Ne4 Qg7 Rad1 Nc6 Qc3 Qxc3 Nxc3 Be8 a3 Ne7 Ne4 Bc6 Ne5 Kg7 h3 f6 Nxc6 Nxc6 Nc5 Ne5 Nxe6+ Kf7 Nxd8+ Rxd8 Bxg6+ Ke7 Bc2 Rg8 Rfe1 Kf7 Be4 c6 b3 f5 Bd5+ Kf6 1-0,Indian Game: Anti-Nimzo-Indian,Normal
1698,d4 d5 c4 dxc4 Nc3 Nf6 Nf3 Bg4 Ne5 Bh5 h3 Nbd7 g4 Nxe5 dxe5 Nxg4 Qxd8+ Rxd8 hxg4 Bxg4 e3 g5 Be2 Bxe2 Kxe2 Bg7 f4 a6 Ne4 g4 Bd2 h5 Bc3 b5 a3 e6 Ng3 h4 Ne4 Rd3 Rad1 Rxd1 Rxd1 g3 Kf3 O-O Rh1 f5 exf6 Bxf6 Bxf6 1-0,Queen's Gambit Accepted: Showalter Variation,Normal
1479,e4 c5 Bc4 d6 Nf3 e6 e5 d5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 c3 g6 d4 Bg7 Na3 cxd4 cxd4 Nge7 b4 O-O b5 Na5 Bd2 Nc4 Nxc4 dxc4 Qa4 Rfc8 Bc3 Nd5 Rac1 a6 Qd1 axb5 Rc2 b4 Ba1 c3 Qb1 Bf8 Ne1 Rc4 Nf3 Rac8 Qd1 b5 Ng5 Qd8 f4 Bh6 Qg4 Ne3 Qh4 Bxg5 fxg5 Nxc2 Qf4 Qe7 Qxf7+ Qxf7 Rxf7 Kxf7 Bb2 cxb2 Kf2 Nxd4 Kg3 b1=Q Kh4 Qe1+ g3 Ne2+ Kh3 Qf1# 0-1,Sicilian Defense: Bowdler Attack,Normal
1321,d4 d5 e3 Nc6 Nf3 e6 Ne5 Nxe5 dxe5 f6 exf6 Nxf6 Bb5+ c6 Bd3 Bd6 O-O Qc7 Nc3 Bxh2+ Kh1 O-O g3 Bxg3 fxg3 Qxg3 Qe2 Bd7 Rg1 Qh3+ Qh2 Qxh2+ Kxh2 Ng4+ Rxg4 d4 exd4 e5 dxe5 Bxg4 Bd2 Rf2+ Kg3 Rxd2 Kxg4 Rf8 Rh1 h6 Rf1 Rxf1 Bxf1 Rxc2 Bc4+ Kh8 Bd3 Rxb2 Ne4 Rxa2 Nd6 b6 Nf7+ Kg8 Nd6 Rd2 Bc4+ Kf8 e6 Rxd6 0-1,Queen's Pawn Game #2,Normal
1831,d4 d5 c4 c6 Nc3 Nf6 e3 Bf5 Nf3 e6 Be2 Bb4 O-O Ne4 a3 Nxc3 bxc3 Bxc3 Ra2 Ba5 Bd3 Bxd3 Qxd3 Bc7 cxd5 exd5 Bd2 Nd7 Bb4 Nb6 Rc1 Bd6 Ba5 Bc7 Bb4 a5 Bd2 O-O Ne5 Bxe5 dxe5 Nc4 f4 b5 a4 Qb6 axb5 Qxb5 Kh1 Nxd2 Qxd2 Qb6 Rb2 Qa6 Rcb1 Rfc8 Rb6 Qa7 h3 Rab8 Rxb8 Rxb8 Rxb8+ Qxb8 Qxa5 Qb1+ Kh2 Qb7 Qd8# 1-0,Slav Defense #2,Normal
1830,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f3 e5 Nb3 Be7 Be3 Be6 Qd2 Nbd7 O-O-O Rc8 Kb1 O-O g4 Ne8 h4 Nc5 Nxc5 dxc5 Qf2 Qc7 g5 f5 gxf6 Nxf6 Rg1 Kh8 Qg3 Nh5 Qg2 Bf6 Be2 Nf4 Bxf4 exf4 Bd3 Bd4 Rge1 Bxc3 bxc3 Qa5 c4 Qb4+ Ka1 Qc3+ Kb1 b5 Qd2 Qxd2 Rxd2 bxc4 Be2 Rb8+ Kc1 c3 Rd6 Bxa2 Bb5 Rxb5 Kd1 Rb1+ Ke2 Rxe1+ Kxe1 Bc4 Rc6 h6 Rxc5 Bb5 Rxc3 g5 h5 Kg7 Kf2 Rd8 Rc7+ Kf6 Rh7 Rd2+ Ke1 Rxc2 Rxh6+ Ke5 Rg6 Kd4 h6 Ke3 Kd1 Rh2 Rxg5 Kxf3 e5 Rxh6 Rg1 Re6 Re1 Kf2 Kd2 f3 Re3 Kg2 Re4 f2 Rf4 f1=Q Rxf1 Kxf1 0-1,Sicilian Defense: Najdorf Variation,Normal
1586,d4 e5 dxe5 d6 exd6 Bxd6 Nf3 Nc6 Nc3 Qf6 g3 Qg6 Bg2 Bf5 Nh4 Qf6 Nxf5 Qxf5 O-O Nge7 e4 Qe5 Qe2 h5 f4 Qc5+ Be3 Qb6 e5 Qa6 exd6 cxd6 Qxa6 bxa6 Nd5 Nxd5 Bxd5 Rc8 Rfe1 O-O c3 Ne7 Bb3 Nf5 Bxa7 Ra8 Bf2 a5 Kg2 a4 Bc2 Nh6 h3 1-0,Englund Gambit Complex: Hartlaub-Charlick Gambit,Time forfeit
1736,c4 d6 d4 Bf5 Nc3 e6 e4 Bg6 Bd3 c6 Nge2 Be7 O-O Nd7 f4 h6 Be3 Ngf6 h3 O-O g4 c5 f5 exf5 exf5 Bh7 d5 Ne5 b3 Nexg4 hxg4 Nxg4 Bd2 Bh4 Nf4 Qe7 Qxg4 Bg5 Rae1 Qd7 Nce2 Rfe8 Ng3 Re7 Rxe7 Qxe7 Re1 Qd7 Nfh5 a5 Bxg5 hxg5 Qxg5 a4 Qxg7# 1-0,Old Indian Defense,Normal
1321,d4 d5 Nf3 e6 c4 b6 Nc3 c6 e3 Nf6 Bd3 Ne4 O-O Nxc3 bxc3 Be7 e4 dxc4 Bxc4 O-O d5 cxd5 exd5 Bb7 dxe6 Bxf3 Qxf3 fxe6 Qxa8 Nd7 Qxa7 Ne5 Qa6 Nxc4 Qxc4 Bc5 Qxe6+ Kh8 Re1 Rf6 Qe5 Bxf2+ Kh1 Bxe1 Bg5 Bxc3 Qxc3 Qf8 Bxf6 gxf6 Rf1 Kg7 Qc7+ Kg6 Qxb6 h5 Qb1+ Kg5 Qc1+ Kg6 Qc2+ f5 Qc6+ Kg5 Qc1+ f4 g3 Kg4 Kg2 Qf5 h3+ Kg5 h4+ Kh6 Qc6+ Kg7 gxf4 Qg4+ Kf2 Qxh4+ Ke2 Qg4+ Ke1 Qg3+ Rf2 Qg1+ Rf1 Qe3+ Kd1 Qd3+ Ke1 Qb1+ Kf2 Qxa2+ Kg1 Qa7+ Rf2 Qa1+ Kg2 Kf7 Qd7+ Kf6 Qd6+ Kf5 Qe5+ Qxe5 fxe5+ Kxe5 Kh3 Ke4 Kh4 Ke3 Kxh5 Kxf2 1/2-1/2,Queen's Pawn Game: Zukertort Variation,Normal
1953,e4  Nc6  d3  d5  exd5  Qxd5  Nc3  Qd8  Bf4  e5  Bg3  Bb4  Nf3  Qf6?!  Be2  Nge7  a3?!  Bxc3+  bxc3  O-O  O-O  Nd5  Ng5??  Nxc3?  Ne4  Nxe2+  Qxe2  Qg6  f4  exf4  Rxf4  Bf5  Raf1  Bxe4  Rxe4  f5  Re6?  Qf7?  Qf2??  Qxe6  Re1?!  0-1,Nimzowitsch Defense,Normal
1486,e4 d5 e5 Bf5 d4 Nc6 c3 e6 Be2 f6 exf6 Nxf6 Bg5 Be7 Bxf6 Bxf6 Nf3 O-O O-O e5 dxe5 Nxe5 h3 Nxf3+ Bxf3 c6 Nd2 Qd7 Nb3 Qd6 Nd4 Bd7 Be2 Bd8 Qd3 Bc7 Qg3 Qxg3 fxg3 Bxg3 Bf3 Rf7 Rae1 Raf8 Ne2 Bxe1 Rxe1 Bxh3 Rf1 Bg4 Nd4 Bxf3 Nxf3 g5 Re1 g4 Ng5 Rf5 Ne6 Re8 0-1,Scandinavian Defense,Normal
1314,e3 g6 c3 Bg7 d4 Nf6 Nd2 O-O Nb3 d6 Bd2 c6 Qc2 b6 O-O-O Ba6 Kb1 Bxf1 Rxf1 c5 dxc5 dxc5 Rd1 Nc6 e4 Qc7 Nf3 Ng4 Rhg1 Nxf2 Rdf1 Ng4 h3 Nge5 Nxe5 Qxe5 c4 Nd4 Nxd4 Qxd4 Bc3 Rad8 Bxd4 Rxd4 Rd1 Rfd8 Rxd4 Rxd4 Rd1 Rxd1+ Qxd1 Bd4 b3 Kg7 Qe1 f5 exf5 gxf5 Qxe7+ Kg6 Qxa7 Kg5 Qxb6 Kf4 Qc7+ Ke3 Qf7 Kd3 Qxf5+ Kc3 Qf3+ 1-0,Van't Kruijs Opening,Time forfeit
1811,e4  c5  c3  d6  d4  cxd4  cxd4  e6  Nc3  Ne7  Bd3  Nd7  Nge2  a6  O-O  b5  a3  Bb7  Be3  Rc8  Rc1  g6  Bb1  Bg7  f4?!  O-O  Ng3?!  e5?  fxe5  dxe5  d5  Nc5?  b4?  Nd7  h4?!  Rc7?  h5?  Qc8??  Bd2?  Rc4  Bd3  Rd4?!  Qe2?  Qb8  Be3  Rc8  Bxd4?  exd4  Na2?  Qxg3  Rxc8+  Bxc8  hxg6?  hxg6?  Rf3?  Qg5  Rf1?!  Ne5  Bb1?!  Bg4  Qf2?  Qh5??  Nc1  Bh6  Re1?  Be3??  Rxe3  dxe3  Qxe3  Nc4  Qg3  Qg5?!  Qe1??  Bh5??  Nd3?  Ne3?  Qf2  Bg4?  Nc5?!  Bc8  d6?  Nc6?  Ba2?  Kg7??  Qxf7+  Kh6  Qf8+  Kh5  Qf2??  Kg4??  Qf3+??  Kh4  Qf2+?  Qg3?!  Qxg3+?!  Kxg3  d7  Nxg2??  dxc8=Q  Nf4  0-1,Sicilian Defense: Alapin Variation,Time forfeit
1863,d4 d6 c4 g6 Nf3 Bg7 e4 Nc6 Nc3 Bg4 Be3 Bxf3 gxf3 e5 d5 Nce7 c5 f5 Bb5+ Kf8 cxd6 cxd6 Qb3 f4 Bd2 Nf6 O-O-O Nd7 Kb1 Nc5 Qc2 Kf7 b4 Nd7 h4 Rc8 h5 g5 Bf1 h6 Qb3 Qb6 Bh3 Rhd8 Be1 Rc7 Na4 Qa6 b5 Qb6 Nxb6 Nxb6 Be6+ Kf8 Ba5 1-0,Old Indian Defense,Normal
1625,d4 d5 f4 Nc6 Nf3 g6 e3 Bg7 Bb5 a6 Bxc6+ bxc6 h3 Rb8 O-O Nf6 Nbd2 Nh5 Kh2 Bf5 Qe2 Bxc2 Qxa6 Rb6 Qe2 O-O Nc4 dxc4 Qxc2 Qd5 b3 cxb3 axb3 Rxb3 Ba3 Rxe3 Rae1 Rxa3 Rxe7 Qd6 Rfe1 Nxf4 d5 Nxd5+ Kh1 Nxe7 0-1,Queen's Pawn Game,Normal
1568,e4 e5 f4 exf4 Nf3 h6 Bc4 d6 O-O Be7 d4 g5 Nc3 Nf6 Nd5 Nxd5 Bxd5 c6 Bb3 Bg4 Qd3 Nd7 e5 d5 c4 Nb6 cxd5 Nxd5 h3 Bh5 Qf5 O-O Bc2 Ne3 Qh7# 1-0,King's Gambit Accepted Becker Defense,Normal
1678,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6 Nc3 Nf6 Bg5 O-O Qf3 Bd4 O-O-O Bxc3 Qxc3 Rb8 Qd4 h6 Bf4 c5 Qxc5 Nxe4 Qxa7 Bb7 Qe3 Qf6 f3 Bd5 fxe4 Qxb2+ Kd2 Qb4+ Ke2 Bc4+ Kf2 d5 Bxc4 Qxc4 Qd3 Qxa2 exd5 Rb2 Rd2 g5 Be5 Rb4 Ra1 Qc4 Qxc4 Rxc4 c3 f6 Bd4 Rd8 Ra7 Rxd5 Re2 Kf7 Ra6 c6 Ra7+ Kg6 Re6 Rf5+ Ke3 c5 Bxf6 Rxf6 Rxf6+ Kxf6 Kd3 Rh4 h3 Rf4 Ra6+ Kg7 Ra7+ Kg6 Ra6+ Kh5 g4+ Kh4 Rxh6+ Kg3 Rh5 c4+ Kd2 Rf2+ Ke3 Rc2 Kd4 Kf4 Kxc4 Rc1 Rxg5 Kg3 Rh5 Rc2 Kd4 Rd2+ Kc4 Rc2 Kb3 Rc1 c4 Rb1+ Kc3 Rc1+ Kd4 Rd1+ Ke5 Rd8 c5 Rd1 c6 Rc1 Rh6 1-0,Scotch Game: Classical Variation,Time forfeit
1818,e4  e6  d4  d5  e5  c5  c3  Nc6  Bb5  Qb6  Bxc6+  bxc6  Nf3  Ba6  b3  cxd4  Qxd4  Bc5  Qd2  Rd8  Ba3  d4?  Bxc5  Qxc5  cxd4  Qb6  Nc3  c5?!  Na4  1-0,French Defense: Advance Variation,Normal
1619,d4 d5 c4 dxc4 e4 Nc6 Nf3 Bg4 Be2 Bxf3 Bxf3 Qxd4 O-O Qxd1 Rxd1 e6 Nc3 Rd8 Bf4 Bd6 e5 Bxe5 Rxd8+ Kxd8 Rd1+ Bd6 Bxd6 cxd6 Rxd6+ Kc7 Nb5+ Kb8 Bxc6 bxc6 Rd8+ Kb7 Nc3 Kc7 Rf8 a6 Rxf7+ Kd6 Rxg7 Nf6 Ra7 Rb8 f3 Rxb2 Rxa6 Nd5 Ne4+ Ke5 Rxc6 Rxa2 Rxc4 Ne3 Rc7 Rxg2+ Kh1 Re2 Rc1 Kf4 Ng3 Rc2 Rxc2 Nxc2 Kg2 Ne3+ Kf2 Nd1+ Ke2 Nc3+ Kf2 Nd1+ Ke2 Nc3+ Kd2 Kxf3 Kxc3 Kg2 Kd4 Kxh2 Ke5 Kxg3 Kxe6 h5 Kf5 h4 0-1,Queen's Gambit Accepted: Central Variation Modern Defense,Normal
1504,e4 c5 f4 d6 Nf3 Nf6 Bc4 g6 e5 dxe5 fxe5 Nd5 O-O a6 Nc3 b5 Bxd5 Ra7 Ng5 Bg7 Nxf7 1-0,Sicilian Defense: McDonnell Attack,Normal
